# wavelength[angstrom]  transmittance
 9413.5  0.0014
 9414.0  0.0013
 9414.5  0.0014
 9415.0  0.0016
 9415.5  0.0014
 9416.0  0.0012
 9416.5  0.0012
 9417.0  0.0013
 9417.5  0.0014
 9418.0  0.0012
 9418.5  0.0010
 9419.0  0.0010
 9419.5  0.0010
 9420.0  0.0011
 9420.5  0.0011
 9421.0  0.0011
 9421.5  0.0012
 9422.0  0.0014
 9422.5  0.0017
 9423.0  0.0014
 9423.5  0.0012
 9424.0  0.0010
 9424.5  0.0010
 9425.0  0.0011
 9425.5  0.0009
 9426.0  0.0009
 9426.5  0.0010
 9427.0  0.0012
 9427.5  0.0014
 9428.0  0.0012
 9428.5  0.0010
 9429.0  0.0010
 9429.5  0.0011
 9430.0  0.0013
 9430.5  0.0010
 9431.0  0.0009
 9431.5  0.0009
 9432.0  0.0011
 9432.5  0.0013
 9433.0  0.0011
 9433.5  0.0010
 9434.0  0.0010
 9434.5  0.0011
 9435.0  0.0014
 9435.5  0.0012
 9436.0  0.0011
 9436.5  0.0010
 9437.0  0.0011
 9437.5  0.0013
 9438.0  0.0010
 9438.5  0.0009
 9439.0  0.0008
 9439.5  0.0008
 9440.0  0.0010
 9440.5  0.0009
 9441.0  0.0009
 9441.5  0.0010
 9442.0  0.0012
 9442.5  0.0014
 9443.0  0.0012
 9443.5  0.0010
 9444.0  0.0010
 9444.5  0.0011
 9445.0  0.0013
 9445.5  0.0010
 9446.0  0.0009
 9446.5  0.0008
 9447.0  0.0009
 9447.5  0.0009
 9448.0  0.0007
 9448.5  0.0006
 9449.0  0.0006
 9449.5  0.0007
 9450.0  0.0009
 9450.5  0.0007
 9451.0  0.0006
 9451.5  0.0005
 9452.0  0.0006
 9452.5  0.0006
 9453.0  0.0005
 9453.5  0.0004
 9454.0  0.0004
 9454.5  0.0005
 9455.0  0.0007
 9455.5  0.0006
 9456.0  0.0005
 9456.5  0.0005
 9457.0  0.0005
 9457.5  0.0007
 9458.0  0.0005
 9458.5  0.0005
