# wavelength[angstrom]  transmittance
 8438.8  0.9031
 8443.3  0.9001
 8447.8  0.8985
 8452.2  0.8963
 8456.7  0.8937
 8461.2  0.8917
 8465.7  0.8885
 8470.1  0.8854
 8474.6  0.8815
 8479.1  0.8764
 8483.5  0.8719
 8488.0  0.8647
 8492.5  0.8572
 8496.9  0.8472
 8501.4  0.8360
 8505.9  0.8208
 8510.4  0.8050
 8514.8  0.7863
 8519.3  0.7637
 8523.8  0.7406
 8528.2  0.7135
 8532.7  0.6841
 8537.2  0.6528
 8541.7  0.6191
 8546.1  0.5839
 8550.6  0.5471
 8555.1  0.5090
 8559.6  0.4692
 8564.0  0.4285
 8568.5  0.3872
 8573.0  0.3462
 8577.5  0.3063
 8581.9  0.2681
 8586.4  0.2323
 8590.9  0.2001
 8595.4  0.1710
 8599.8  0.1464
 8604.3  0.1254
 8608.8  0.1083
 8613.3  0.0944
 8617.8  0.0830
 8622.2  0.0741
 8626.7  0.0665
 8631.2  0.0606
 8635.7  0.0559
 8640.1  0.0520
 8644.6  0.0483
 8649.1  0.0452
 8653.6  0.0427
 8658.1  0.0402
 8662.5  0.0381
 8667.0  0.0363
 8671.5  0.0342
 8676.0  0.0328
 8680.5  0.0315
 8684.9  0.0303
 8689.4  0.0293
 8693.9  0.0282
 8698.4  0.0274
 8702.9  0.0267
 8707.4  0.0262
 8711.8  0.0257
 8716.3  0.0250
 8720.8  0.0246
 8725.3  0.0243
 8729.8  0.0238
 8734.3  0.0232
 8738.7  0.0227
 8743.2  0.0225
 8747.7  0.0219
 8752.2  0.0215
 8756.7  0.0213
 8761.2  0.0207
 8765.7  0.0206
 8770.1  0.0204
 8774.6  0.0200
 8779.1  0.0201
 8783.6  0.0196
 8788.1  0.0194
 8792.6  0.0193
 8797.1  0.0192
 8801.6  0.0189
 8806.0  0.0188
 8810.5  0.0186
 8815.0  0.0183
 8819.5  0.0179
 8824.0  0.0180
 8828.5  0.0177
 8833.0  0.0174
 8837.5  0.0172
 8842.0  0.0171
 8846.4  0.0170
 8850.9  0.0167
 8855.4  0.0165
 8859.9  0.0164
 8864.4  0.0165
 8868.9  0.0163
 8873.4  0.0162
 8877.9  0.0162
 8882.4  0.0161
 8886.9  0.0161
 8891.4  0.0161
 8895.8  0.0160
 8900.3  0.0158
 8904.8  0.0156
 8909.3  0.0155
 8913.8  0.0153
 8918.3  0.0152
 8922.8  0.0151
 8927.3  0.0149
 8931.8  0.0149
 8936.3  0.0149
 8940.8  0.0151
 8945.3  0.0149
 8949.8  0.0147
 8954.3  0.0149
 8958.8  0.0148
 8963.3  0.0148
 8967.8  0.0146
 8972.3  0.0145
 8976.8  0.0145
 8981.3  0.0146
 8985.7  0.0145
 8990.2  0.0141
 8994.7  0.0142
 8999.2  0.0139
